ProfileID,GameID,RoundID,Token,Invest,Market2,Total,Fee,Fine,Paid,Total2,Seq1,Seq2,Seq3,Seq4,Received,Session,Treat,Homo,FF,Public,Gender,Age,GPA,Hour,MaxED,,,,,,,,
1250,4,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,2,50,25,68.13,93.13,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,2,50,25,68.13,93.13,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,2,50,31,84.48,103.48,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,2,50,50,136.25,136.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,3,50,25,70.63,95.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,3,50,25,70.63,95.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,3,50,27,76.28,99.28,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,3,50,50,141.25,141.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,4,50,25,69.38,94.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,4,50,25,69.38,94.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,4,50,29,80.48,101.48,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,4,50,50,138.75,138.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,5,50,25,65.63,90.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,5,50,25,65.63,90.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,5,50,35,91.88,106.88,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,5,50,50,131.25,131.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,6,50,15,43.13,78.13,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,6,50,20,57.5,87.5,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,6,50,40,115,125,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,6,50,50,143.75,143.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,7,50,15,48.75,83.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,7,50,25,81.25,106.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,7,50,20,65,95,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,7,50,50,162.5,162.5,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,8,50,15,42.38,77.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,8,50,30,84.75,104.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,8,50,32,90.4,108.4,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,8,50,50,141.25,141.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,9,50,45,86.63,91.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,9,50,35,67.38,82.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,9,50,33,63.53,80.53,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,9,50,50,96.25,96.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,10,50,40,77,87,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,10,50,35,67.38,82.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,10,50,38,73.15,85.15,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,10,50,50,96.25,96.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,11,50,20,57,87,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,11,50,20,57,87,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,11,50,41,116.85,125.85,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,11,50,45,128.25,133.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,12,50,10,34.75,74.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,12,50,25,86.88,111.88,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,12,50,26,90.35,114.35,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,12,50,40,139,149,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,13,50,10,31.25,71.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,13,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,13,50,30,93.75,113.75,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,13,50,50,156.25,156.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,14,50,15,45.38,80.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,14,50,25,75.63,100.63,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,14,50,29,87.73,108.73,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,14,50,50,151.25,151.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,15,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,15,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,15,50,34,90.1,106.1,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,15,50,50,132.5,132.5,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1020,4,16,50,30,77.25,97.25,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,22,3,20,4,,,,,,,,
1030,4,16,50,25,64.38,89.38,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,22,3.2,0,10,,,,,,,,
1170,4,16,50,37,95.28,108.28,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Male,31,3.5,0,1,,,,,,,,
1250,4,16,50,45,115.88,120.88,.,.,.,.,.,.,.,.,.,3,1,1,0,0,Female,19,3.94,8,10,,,,,,,,
1015,5,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,2,50,35,111.13,126.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,2,50,25,84.38,109.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,2,50,25,84.38,109.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,2,50,25,84.38,109.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,3,50,40,105,115,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,3,50,20,70,100,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,3,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,3,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,4,50,25,68.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,4,50,35,109.38,124.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,4,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,4,50,30,93.75,113.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,5,50,35,78.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,5,50,50,125,125,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,5,50,25,62.5,87.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,5,50,35,87.5,102.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,6,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,6,50,50,150,150,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,6,50,25,75,100,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,6,50,20,60,90,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,7,50,35,102.38,117.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,7,50,25,81.25,106.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,7,50,25,81.25,106.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,7,50,25,81.25,106.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,8,50,25,63.75,88.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,8,50,35,105.88,120.88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,8,50,25,75.63,100.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,8,50,24,72.6,98.6,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,9,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,9,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,9,50,34,90.1,106.1,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,9,50,50,132.5,132.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,10,50,40,82,92,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,10,50,40,90,100,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,10,50,25,56.25,81.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,10,50,50,112.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,11,50,40,68,78,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,11,50,35,103.25,118.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,11,50,20,59,89,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,11,50,40,118,128,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,12,50,20,58,88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,12,50,50,118.75,118.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,12,50,25,59.38,84.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,12,50,40,95,105,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,13,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,13,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,13,50,34,90.1,106.1,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,13,50,50,132.5,132.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,14,50,25,65,90,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,14,50,49,111.48,112.48,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,14,50,15,34.13,69.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,14,50,50,113.75,113.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,15,50,15,47.63,82.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,15,50,39,105.3,116.3,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,15,50,25,67.5,92.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,15,50,35,94.5,109.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1015,5,16,50,40,99,109,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,2.8,35,10,,,,,,,,
1055,5,16,50,20,65,95,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,2.6,10,0,,,,,,,,
1125,5,16,50,5,16.25,61.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,23,2,20,10,,,,,,,,
1135,5,16,50,50,162.5,162.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,20,3.8,0,0,,,,,,,,
1145,6,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,2,50,30,101.25,121.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,2,50,33,104.78,121.78,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,2,50,30,95.25,115.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,2,50,15,47.63,82.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,3,50,30,105,125,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,3,50,35,91.88,106.88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,3,50,25,65.63,90.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,3,50,35,91.88,106.88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,4,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,4,50,40,110,120,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,4,50,35,96.25,111.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,4,50,30,82.5,102.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,5,50,30,75,95,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,5,50,35,78.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,5,50,45,101.25,106.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,5,50,35,78.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,6,50,25,75,100,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,6,50,30,93.75,113.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,6,50,35,109.38,124.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,6,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,7,50,25,68.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,7,50,35,109.38,124.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,7,50,25,78.13,103.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,7,50,30,93.75,113.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,8,50,35,105.88,120.88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,8,50,35,89.25,104.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,8,50,50,127.5,127.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,8,50,28,71.4,93.4,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,9,50,33,88.28,105.28,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,9,50,31,101.53,120.53,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,9,50,45,147.38,152.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,9,50,18,58.95,90.95,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,10,50,35,78.75,93.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,10,50,33,67.65,84.65,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,10,50,45,92.25,97.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,10,50,40,82,92,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,11,50,27,79.65,102.65,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,11,50,32,54.4,72.4,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,11,50,50,85,85,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,11,50,50,85,85,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,12,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,12,50,25,66.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,12,50,34,90.1,106.1,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,12,50,50,132.5,132.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,13,50,30,123.75,143.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,13,50,35,102.38,117.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,13,50,30,87.75,107.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,13,50,33,96.53,113.53,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,14,50,35,79.63,94.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,14,50,32,83.2,101.2,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,14,50,45,117,122,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,14,50,34,88.4,104.4,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,15,50,33,89.1,106.1,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,15,50,30,95.25,115.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,15,50,35,111.13,126.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,15,50,33,104.78,121.78,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1145,6,16,50,35,113.75,128.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,3.8,17,2,,,,,,,,
1155,6,16,50,28,69.3,91.3,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,2.7,0,0,,,,,,,,
1235,6,16,50,40,99,109,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,19,2.9,20,1,,,,,,,,
1245,6,16,50,33,81.68,98.68,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,3.4,0,9,,,,,,,,
1045,7,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,3,0,5,,,,,,,,
1095,7,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,2.9,25,0,,,,,,,,
1165,7,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,23,3.9,0,0,,,,,,,,
1185,7,1,50,25,87.5,112.5,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,3.4,6,0,,,,,,,,
1045,7,2,50,20,61,91,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,3,0,5,,,,,,,,
1095,7,2,50,25,76.25,101.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,2.9,25,0,,,,,,,,
1165,7,2,50,40,122,132,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,23,3.9,0,0,,,,,,,,
1185,7,2,50,33,100.65,117.65,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,3.4,6,0,,,,,,,,
1045,7,3,50,25,65.63,90.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,3,0,5,,,,,,,,
1095,7,3,50,25,65.63,90.63,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,2.9,25,0,,,,,,,,
1165,7,3,50,40,105,115,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,23,3.9,0,0,,,,,,,,
1185,7,3,50,45,118.13,123.13,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,3.4,6,0,,,,,,,,
1045,7,4,50,30,71.25,91.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,3,0,5,,,,,,,,
1095,7,4,50,25,59.38,84.38,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,2.9,25,0,,,,,,,,
1165,7,4,50,40,95,105,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,23,3.9,0,0,,,,,,,,
1185,7,4,50,50,118.75,118.75,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Female,22,3.4,6,0,,,,,,,,
1045,7,5,50,35,56.88,71.88,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,22,3,0,5,,,,,,,,
1095,7,5,50,50,81.25,81.25,.,.,.,.,.,.,.,.,.,4,1,1,0,0,Male,21,2.9,25,0,,,,,,,,
